javacpu,cpu_percent,loadavg,javamem,freeram,usedram,u_disk,f_disk,errin,errout,dropin,dropout,qoe_sessions_min,cpe_data_serial,qoedb_size,timestamp
0,7.6,0.8333333333333334,0.0,5.8,9.57,227.99,241.98,0,0,0,0,0.0,0,0.0,2021_11_08_19_02_37
0,6.5,1.0833333333333335,0.0,5.74,9.63,227.99,241.98,0,0,0,0,0.0,0,0.0,2021_11_08_19_04_36
0,6.2,0.9166666666666666,0.0,5.76,9.61,227.99,241.98,0,0,0,0,0.0,0,0.0,2021_11_08_19_06_36
0,23.7,0.0,0.0,5.21,10.16,235.23,234.74,0,0,0,0,0.0,0,0.0,2021_11_08_19_08_23
0,29.0,0.0,0.0,5.34,10.03,248.6,221.37,0,0,0,0,0.0,0,0.0,2021_11_08_19_10_13
0,17.7,1.8333333333333333,0.0,5.62,9.75,263.64,206.33,0,0,0,0,0.0,0,0.0,2021_11_08_19_12_14
0,18.5,1.5,0.0,5.84,9.53,278.39,191.58,0,0,0,0,0.0,0,0.0,2021_11_08_19_14_14
0,15.8,4.916666666666666,0.0,6.31,9.06,293.36,176.6,0,0,0,0,0.0,0,0.0,2021_11_08_19_16_14
0,16.6,4.916666666666666,0.0,6.36,9.02,307.35,162.62,0,0,0,0,0.0,0,0.0,2021_11_08_19_18_14
0,17.0,3.4166666666666665,0.0,6.69,8.69,321.69,148.28,0,0,0,0,0.0,0,0.0,2021_11_08_19_20_14
0,12.7,2.083333333333333,0.0,7.34,8.04,326.03,143.94,0,0,0,0,0.0,0,0.0,2021_11_08_19_22_14
0,14.7,0.0,0.0,7.29,8.08,326.03,143.94,0,0,0,0,0.0,0,0.0,2021_11_08_19_22_56
0,8.9,2.166666666666667,0.0,6.79,8.58,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_24_57
0,13.4,0.0,0.0,6.65,8.73,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_25_44
0,9.0,0.6666666666666667,0.0,6.79,8.58,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_26_57
0,8.9,5.833333333333333,0.0,6.89,8.49,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_27_45
0,11.1,1.7499999999999998,0.0,6.71,8.66,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_28_57
0,11.2,5.25,0.0,6.78,8.59,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_29_45
0,7.6,2.2500000000000004,0.0,6.79,8.58,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_30_57
0,6.6,4.083333333333333,0.0,6.76,8.61,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_31_45
0,9.0,15.916666666666664,0.0,6.6,8.78,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_32_57
0,10.0,1.6666666666666667,0.0,6.6,8.78,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_33_45
0,9.8,4.25,0.0,6.28,9.09,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_34_57
0,9.7,3.0833333333333335,0.0,6.37,9,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_35_45
0,8.7,7.916666666666666,0.0,6.36,9.02,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_36_57
0,10.2,2.083333333333333,0.0,6.19,9.18,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_37_45
0,10.8,2.666666666666667,0.0,6.11,9.26,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_38_57
0,9.7,4.583333333333334,0.0,6.05,9.33,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_39_45
0,9.0,4.083333333333333,0.0,6.03,9.35,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_40_57
0,7.7,4.749999999999999,0.0,6.01,9.37,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_41_45
0,7.9,2.666666666666667,0.0,5.99,9.38,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_42_57
0,9.2,3.4166666666666665,0.0,5.89,9.48,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_43_45
0,8.8,6.833333333333333,0.0,5.87,9.5,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_44_57
0,8.7,4.666666666666667,0.0,5.76,9.61,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_45_45
0,9.0,1.5833333333333335,0.0,5.72,9.66,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_46_57
0,9.4,5.833333333333333,0.0,5.66,9.71,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_47_46
0,45.6,0.0,0.0,5.58,9.79,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_48_19
0,7.1,4.916666666666666,0.0,5.53,9.84,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_50_21
0,11.9,3.4166666666666665,0.0,5.73,9.64,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_52_21
0,18.7,0.0,0.0,5.62,9.75,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_19_52_52
0,11.1,3.4166666666666665,0.0,5.42,9.95,326.05,143.92,0,0,0,0,0.0,0,0.0,2021_11_08_19_54_53
0,17.4,0.0,0.0,5.43,9.94,326.05,143.92,0,0,0,0,0.0,0,0.0,2021_11_08_19_55_29
0,21.6,0.0,0.0,5.29,10.08,326.05,143.92,0,0,0,0,0.0,0,0.0,2021_11_08_19_56_16
0,14.6,0.0,0.0,5.36,10.01,326.05,143.92,0,0,0,0,0.0,0,0.0,2021_11_08_19_56_59
0,38.1,0.0,0.0,5.74,9.63,326.05,143.92,0,0,0,0,0.0,0,0.0,2021_11_08_19_58_49
0,8.1,1.25,0.0,5.81,9.56,326.05,143.92,0,0,0,0,0.0,0,0.0,2021_11_08_20_00_51
0,43.0,0.0,0.0,5.7,9.67,326.04,143.93,0,0,0,0,0.0,0,0.0,2021_11_08_20_02_06
0,7.8,0.9166666666666666,0.0,5.8,9.57,326.05,143.92,0,0,0,0,0.0,0,0.0,2021_11_08_20_04_08
0,9.2,4.583333333333334,0.0,5.57,9.81,326.05,143.92,0,0,0,0,0.0,0,0.0,2021_11_08_20_06_08
0,7.7,2.0,0.0,5.66,9.71,326.05,143.92,0,0,0,0,0.0,0,0.0,2021_11_08_20_08_08
0,7.3,2.8333333333333335,0.0,5.81,9.56,326.05,143.92,0,0,0,0,0.0,0,0.0,2021_11_08_20_10_08
0,7.7,1.0,0.0,5.72,9.66,326.05,143.92,0,0,0,0,0.0,0,0.0,2021_11_08_20_12_08
0,7.5,0.0,0.0,6.85,8.52,325.26,144.71,0,0,0,0,0.0,0,0.0,2021_11_08_20_54_25
0,6.8,0.08333333333333334,0.0,6.86,8.51,325.26,144.7,0,0,0,0,0.0,0,0.0,2021_11_08_22_26_26
0,2.2,2.083333333333333,0.0,6.94,8.43,325.27,144.7,0,0,0,0,0.0,0,0.0,2021_11_08_22_28_26
0,2.1,1.5,0.0,6.97,8.4,325.27,144.7,0,0,0,0,0.0,0,0.0,2021_11_08_22_30_26
0,2.8,3.0833333333333335,0.0,6.8,8.57,325.27,144.7,0,0,0,0,0.0,0,0.0,2021_11_08_22_32_26
0,2.6,1.5833333333333335,0.0,6.76,8.61,325.27,144.7,0,0,0,0,0.0,0,0.0,2021_11_08_22_34_26
0,2.1,1.5,0.0,6.83,8.54,325.26,144.71,0,0,0,0,0.0,0,0.0,2021_11_08_22_36_25
0,3.1,0.16666666666666669,0.0,6.62,8.76,325.27,144.7,0,0,0,0,0.0,0,0.0,2021_11_08_22_38_25
0,15.3,0.0,0.0,6.56,8.82,325.26,144.71,0,0,0,0,0.0,0,0.0,2021_11_08_22_40_14
0,3.3,1.4166666666666667,0.0,6.93,8.44,325.26,144.71,0,0,0,0,0.0,0,0.0,2021_11_08_22_40_26
0,3.3,3.3333333333333335,0.0,6.67,8.7,325.27,144.7,0,0,0,0,0.0,0,0.0,2021_11_08_22_42_15
0,2.9,3.916666666666666,0.0,6.64,8.73,325.27,144.7,0,0,0,0,0.0,0,0.0,2021_11_08_22_42_26
0,3.0,2.5833333333333335,0.0,6.63,8.74,325.27,144.7,0,0,0,0,0.0,0,0.0,2021_11_08_22_44_15
0,3.1,2.083333333333333,0.0,6.6,8.77,325.27,144.7,0,0,0,0,0.0,0,0.0,2021_11_08_22_44_25
0,11.4,0.0,0.0,6.64,8.73,325.27,144.7,0,0,0,0,0.0,0,0.0,2021_11_08_22_44_45
0,3.8,2.0,0.0,6.66,8.72,325.27,144.69,0,0,0,0,0.0,0,0.0,2021_11_08_22_46_46
0,14.2,0.0,0.0,6.62,8.75,325.28,144.69,0,0,0,0,0.0,0,0.0,2021_11_08_22_46_53
0,3.9,5.583333333333334,0.0,6.49,8.88,325.28,144.69,0,0,0,0,0.0,0,0.0,2021_11_08_22_48_53
0,1.7,2.166666666666667,0.0,6.51,8.86,325.28,144.69,0,0,0,0,0.0,0,0.0,2021_11_08_22_50_53
0,1.3,3.75,0.0,6.51,8.87,325.28,144.69,0,0,0,0,0.0,0,0.0,2021_11_08_22_52_53
0,13.5,3.4999999999999996,0.0,6.26,9.11,325.59,144.38,0,0,0,0,0.0,0,0.0,2021_11_08_22_54_54
0,1.7,6.166666666666667,0.0,6.31,9.06,325.59,144.38,0,0,0,0,0.0,0,0.0,2021_11_08_22_56_53
0,4.6,3.75,0.0,6.09,9.28,325.6,144.37,0,0,0,0,0.0,0,0.0,2021_11_08_22_58_54
0,4.1,4.25,0.0,6.16,9.21,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_00_53
0,1.6,2.9166666666666665,0.0,6.09,9.29,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_02_53
0,1.5,3.916666666666666,0.0,6.01,9.36,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_04_53
0,1.2,4.25,0.0,5.98,9.39,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_06_53
0,1.4,2.8333333333333335,0.0,6.02,9.35,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_08_53
0,1.3,3.833333333333334,0.0,5.98,9.39,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_10_53
0,1.2,3.25,0.0,5.95,9.42,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_12_53
0,1.6,2.5833333333333335,0.0,5.89,9.49,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_14_53
0,5.6,1.916666666666667,0.0,5.82,9.55,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_16_54
0,5.7,5.0,0.0,5.85,9.52,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_18_54
0,6.1,3.3333333333333335,0.0,5.76,9.61,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_20_54
0,6.3,4.25,0.0,5.61,9.76,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_22_54
0,6.3,2.9166666666666665,0.0,5.69,9.68,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_24_54
0,6.3,1.5,0.0,5.62,9.75,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_26_54
0,5.4,2.8333333333333335,0.0,5.58,9.79,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_28_54
0,5.8,3.833333333333334,0.0,5.54,9.83,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_30_54
0,5.6,7.5,0.0,5.5,9.87,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_32_54
0,5.5,2.75,0.0,5.49,9.88,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_34_54
0,5.2,5.333333333333334,0.0,5.45,9.92,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_36_54
0,5.9,3.4999999999999996,0.0,5.32,10.05,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_38_54
0,16.6,0.0,0.0,5.25,10.13,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_40_19
0,15.0,2.9166666666666665,0.0,4.6,10.78,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_42_21
0,15.2,0.0,0.0,4.59,10.79,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_43_36
0,12.7,4.083333333333333,0.0,4.36,11.01,325.63,144.33,0,0,0,0,0.0,0,0.0,2021_11_08_23_45_38
0,10.1,4.666666666666667,0.0,4.51,10.86,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_47_37
0,15.6,0.0,0.0,4.49,10.88,325.63,144.34,0,0,0,0,0.0,0,0.0,2021_11_08_23_47_43
0,13.9,1.5,0.0,4.31,11.06,325.64,144.33,0,0,0,0,0.0,0,0.0,2021_11_08_23_49_44
0,23.3,0.0,0.0,4.33,11.04,325.64,144.33,0,0,0,0,0.0,0,0.0,2021_11_08_23_50_04
0,14.5,0.0,0.0,4.32,11.05,325.64,144.33,0,0,0,0,0.0,0,0.0,2021_11_08_23_51_31
0,26.5,0.0,0.0,4.43,10.94,325.64,144.33,0,0,0,0,0.0,0,0.0,2021_11_08_23_52_19
0,9.4,2.8333333333333335,0.0,4.44,10.93,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_11_08_23_54_21
0,8.5,2.2500000000000004,0.0,4.32,11.05,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_11_08_23_56_20
0,9.5,1.25,0.0,4.69,10.69,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_11_08_23_58_21
0,11.8,1.25,0.0,4.59,10.78,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_00_21
0,9.3,15.583333333333336,0.0,4.74,10.64,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_02_21
0,7.4,7.666666666666668,0.0,4.85,10.52,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_04_21
0,8.3,2.75,0.0,4.77,10.6,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_06_20
0,9.4,14.916666666666668,0.0,4.72,10.66,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_08_21
0,8.9,4.500000000000001,0.0,4.69,10.68,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_10_21
0,11.1,1.916666666666667,0.0,4.92,10.45,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_12_21
0,10.0,3.166666666666667,0.0,5.02,10.35,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_14_21
0,11.7,4.0,0.0,4.67,10.7,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_16_20
0,9.8,4.333333333333334,0.0,5.26,10.11,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_18_20
0,7.6,4.916666666666666,0.0,5.26,10.11,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_20_21
0,8.6,2.166666666666667,0.0,5.38,9.99,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_22_21
0,18.1,0.0,0.0,5.35,10.02,325.65,144.32,0,0,0,0,0.0,0,0.0,2021_12_08_00_24_14
0,16.2,0.0,0.0,5.56,9.81,325.66,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_25_18
0,7.9,2.166666666666667,0.0,5.53,9.84,325.66,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_27_19
0,9.7,0.0,0.0,5.59,9.78,325.65,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_28_31
0,15.2,0.0,0.0,5.58,9.79,325.66,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_29_19
0,14.0,0.0,0.0,5.6,9.77,325.66,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_30_16
0,8.1,0.5833333333333334,0.0,5.61,9.76,325.66,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_32_17
0,14.4,0.0,0.0,5.65,9.72,325.66,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_33_38
0,13.3,0.0,0.0,5.68,9.69,325.66,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_33_46
0,8.3,2.3333333333333335,0.0,5.68,9.69,325.66,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_34_17
0,12.0,0.0,0.0,5.71,9.66,325.66,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_34_43
0,9.3,2.2500000000000004,0.0,5.69,9.68,325.66,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_36_43
0,17.6,0.0,0.0,5.7,9.68,325.66,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_36_44
0,16.8,0.0,0.0,5.67,9.7,325.66,144.31,0,0,0,0,0.0,0,0.0,2021_12_08_00_38_04
0,11.6,3.166666666666667,0.0,6.12,9.25,325.62,144.35,0,0,0,0,0.0,0,0.0,2021_12_08_00_38_43
0,14.0,3.6666666666666665,0.0,6.71,8.66,325.62,144.35,0,0,0,0,0.0,0,0.0,2021_12_08_00_40_06
0,11.1,2.5,0.0,6.68,8.69,325.62,144.35,0,0,0,0,0.0,0,0.0,2021_12_08_00_40_43
0,7.7,2.4166666666666665,0.0,6.76,8.61,325.62,144.35,0,0,0,0,0.0,0,0.0,2021_12_08_00_42_06
0,26.3,0.0,0.0,6.5,8.88,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_00_42_38
0,10.2,2.0,0.0,6.45,8.92,325.7,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_00_42_43
0,9.8,1.0833333333333335,0.0,6.45,8.92,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_00_44_40
0,9.3,2.666666666666667,0.0,6.46,8.91,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_00_44_43
0,8.1,3.4166666666666665,0.0,6.46,8.91,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_00_46_40
0,8.1,4.25,0.0,6.48,8.89,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_00_46_43
0,7.4,3.916666666666666,0.0,6.49,8.88,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_00_48_40
0,7.5,4.500000000000001,0.0,6.49,8.88,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_00_48_43
0,15.8,0.0,0.0,6.73,8.64,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_00_50_33
0,10.5,2.666666666666667,0.0,6.61,8.76,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_00_50_43
0,14.9,0.0,0.0,6.6,8.77,325.7,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_00_51_34
0,8.6,3.4999999999999996,0.0,6.76,8.61,325.68,144.29,0,0,0,0,0.0,0,0.0,2021_12_08_00_53_35
0,7.6,4.083333333333333,0.0,6.78,8.59,325.68,144.29,0,0,0,0,0.0,0,0.0,2021_12_08_00_55_35
0,7.8,3.0833333333333335,0.0,6.72,8.65,325.68,144.29,0,0,0,0,0.0,0,0.0,2021_12_08_00_57_35
0,6.5,3.0833333333333335,0.0,6.74,8.63,325.68,144.29,0,0,0,0,0.0,0,0.0,2021_12_08_00_59_35
0,14.2,0.0,0.0,6.66,8.71,325.68,144.29,0,0,0,0,0.0,0,0.0,2021_12_08_01_00_39
0,9.9,3.75,0.0,6.31,9.06,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_01_01_35
0,9.7,2.3333333333333335,0.0,6.3,9.07,325.69,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_01_02_40
0,7.7,13.583333333333334,0.0,6.27,9.11,325.7,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_01_03_35
0,8.1,1.6666666666666667,0.0,6.41,8.96,325.7,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_01_04_40
0,8.1,2.9166666666666665,0.0,6.41,8.96,325.7,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_01_05_35
0,8.1,1.7499999999999998,0.0,6.44,8.93,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_01_06_40
0,8.1,3.25,0.0,6.41,8.96,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_01_07_35
0,8.1,1.5833333333333335,0.0,6.42,8.95,325.7,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_01_08_40
0,8.3,3.0833333333333335,0.0,6.4,8.97,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_01_09_35
0,8.2,2.2500000000000004,0.0,6.39,8.99,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_01_10_40
0,7.7,0.75,0.0,6.41,8.96,325.69,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_01_11_35
0,7.6,4.333333333333334,0.0,6.41,8.96,325.7,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_01_12_40
0,8.3,3.166666666666667,0.0,6.41,8.96,325.7,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_01_13_35
0,13.4,0.0,0.0,6.42,8.95,325.7,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_01_13_51
0,9.2,3.0833333333333335,0.0,6.32,9.05,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_01_15_35
0,8.7,1.5833333333333335,0.0,6.37,9.01,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_01_15_52
0,6.6,2.083333333333333,0.0,6.39,8.98,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_01_17_35
0,6.9,2.083333333333333,0.0,6.36,9.01,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_01_17_52
0,11.7,0.0,0.0,6.47,8.9,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_01_19_15
0,9.0,6.583333333333334,0.0,6.45,8.92,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_01_19_35
0,15.2,0.0,0.0,6.51,8.86,325.69,144.28,0,0,0,0,0.0,0,0.0,2021_12_08_01_20_11
0,9.8,3.5833333333333335,0.0,6.38,8.99,325.69,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_01_21_35
0,12.0,0.0,0.0,6.36,9.01,325.7,144.27,0,0,0,0,0.0,0,0.0,2021_12_08_01_22_01
